OBJECTID,Sample_buffer_ID,Alt_ID,Sample_ID,Radius,OBJECTID,Set_Sample_ID,Type,Shape_Length (sqkm),Shape_Area (sqkm),Train,Tram,Bus,Patronage_Train,Patronage_Tram,Updated_Patronage_Bus,SS_Patronage_Bus,1_Emp,2_EmpDen,3_Pop,4_PopDen,5_Dwelling,6_ActDen,7_PropComm,8_RetailEmp,9_Balance,10_Entropy,11_HousingDiv,12_Intersections,13_PBN,14_DestScore,15_DestCount,16_DistCBD,17_ACCount,18_ACNear,19_FTZ,20_LOS,21_PropFTE,22_MedInc,23_MeanSize,24_Urban,25_Rural,26_Access,27_IntDensity
2764,314-600,314-600-C,314,600,2764,C,Trambus,3.556636958,0.746154672,0,2,2,0,260.0584875,1.9,1.954985538,392.9379137,526.6172395,2059.329072,2759.922505,1029.101591,3286.539744,0.052208219,58.71115458,0.968750486,0.104223007,6,113,68.71795705,3,15,12945.37139,0,997.2460112,0,60.76923077,0.533387956,500,2.681875656,0.909879381,0,37701.69508,151.4431314
2892,314-400,314-400-C,314,400,2892,C,Trambus,2.542558114,0.369289181,0,2,2,0,260.0584875,1.9,1.954985538,163.1937389,441.9131332,1072.431895,2904.043635,1090.257024,3345.956768,0.021876229,47.11646252,0.988088353,0.098304379,6,58,68.71795705,2,9,12945.37139,0,997.2460112,0,60.76923077,0.540256709,650,2.663632125,0.868640894,0,37701.69508,157.0584869
724,316-400,316-400-D,316,400,724,D,Trambus,2.919816341,0.552440526,0,2,2,0,260.0584875,1.8,1.380884527,258.695335,468.2772584,1412.145196,2556.194069,907.7996055,3024.471327,0.053665739,65.67021136,0.972012139,0.066659153,7,70,65.39397024,4,16,12293.90983,0,1650.322354,0,60.69230769,0.556078148,650,2.815813152,0.960537728,0,35112.19518,126.7104724
725,316-600,316-600-D,316,600,725,D,Trambus,4.043082512,1.024837635,0,2,2,0,260.0584875,1.8,1.380884527,482.1669009,470.4812593,2803.858295,2735.904889,972.3532369,3206.386148,0.029061695,66.3510481,0.951496875,0.061827711,7,119,65.39397024,5,31,12293.90983,0,1650.322354,0,60.69230769,0.558763488,650,2.813694432,0.957199224,0,35112.19518,116.1159543
726,316-800,316-800-D,316,800,726,D,Trambus,5.537596264,1.605740043,0,2,2,0,260.0584875,1.8,1.380884527,744.6809301,463.7618232,4525.673638,2818.434813,1003.930066,3282.196636,0.025868918,66.15894344,0.927353099,0.060623792,7,199,65.39397024,5,45,12293.90983,0,1650.322354,0,60.69230769,0.558303177,650,2.807401538,0.957012448,0,35112.19518,123.9303964
2013,316-800,316-800-C,316,800,2013,C,Trambus,5.026431371,1.352578189,0,2,2,0,260.0584875,1.8,1.380884527,629.746386,465.5896354,3776.301191,2791.928202,993.6340365,3257.517837,0.026092182,65.70717206,0.938299072,0.059578937,7,199,65.39397024,5,33,12293.90983,0,1650.322354,0,60.69230769,0.56047785,650,2.809815384,0.958547765,0,35112.19518,147.1264298
2769,316-600,316-600-C,316,600,2769,C,Trambus,3.590028433,0.83520094,0,2,2,0,260.0584875,1.8,1.380884527,390.612525,467.6868837,2241.742961,2684.076194,952.5771935,3151.763078,0.035585203,65.45721231,0.960076675,0.062887444,7,119,65.39397024,5,21,12293.90983,0,1650.322354,0,60.69230769,0.556078148,650,2.817699408,0.958637681,0,35112.19518,142.4806826
2890,316-400,316-400-C,316,400,2890,C,Trambus,2.495487617,0.423945248,0,2,2,0,260.0584875,1.8,1.380884527,197.2952996,465.3791984,1050.345128,2477.549008,879.4478635,2942.928206,0.061639188,64.02427287,0.978326446,0.072820538,6,70,65.39397024,4,16,12293.90983,0,1650.322354,0,60.69230769,0.547794118,650,2.817164167,0.956251268,0,35112.19518,165.1156614
1108,431-400,431-400-D,431,400,1108,D,Trambus,2.805664682,0.359555281,0,3,2,0,247.7660177,9.1,12.01084353,258.7286746,719.579682,860.8701415,2394.263657,933.2335671,3113.843339,0.169435584,546.647555,0.848271593,0.169023664,6,37,82.04086791,3,14,8603.650134,0,493.7356811,0,144.8461538,0.613109049,650,2.565556728,0.472472222,0,30559.19306,102.9048993
1109,431-600,431-600-D,431,600,1109,D,Trambus,4.054457794,0.72649936,0,3,2,0,247.7660177,9.1,12.01084353,522.7742165,719.5797348,1807.353394,2487.756349,929.7138025,3207.336084,0.18422095,546.6475951,0.724676938,0.18318624,6,96,82.04086791,4,27,8603.650134,0,493.7356811,0,144.8461538,0.608771168,650,2.675830285,0.572203171,0,30559.19306,132.1405156
1110,431-800,431-800-D,431,800,1110,D,Trambus,6.059739535,1.468251347,0,3,2,0,247.7660177,9.1,12.01084353,1035.373127,705.1743081,2906.274328,1979.411996,715.7526365,2684.586304,0.201188917,530.2114656,0.435450949,0.191575622,6,183,82.04086791,4,45,8603.650134,1,493.7356811,0,144.8461538,0.599266632,500,2.765497317,0.531943056,0,30559.19306,124.6380604
1111,432-400,432-400-D,432,400,1111,D,Trambus,2.805664682,0.359555281,0,3,2,0,247.7660177,9.1,12.01084353,258.7286746,719.579682,860.8701415,2394.263657,933.2335671,3113.843339,0.169435584,546.647555,0.848271593,0.169023664,6,37,82.04086791,3,14,8603.650134,0,493.7356811,0,144.8461538,0.613109049,650,2.565556728,0.472472222,0,30559.19306,102.9048993
1112,432-600,432-600-D,432,600,1112,D,Trambus,4.054457794,0.72649936,0,3,2,0,247.7660177,9.1,12.01084353,522.7742165,719.5797348,1807.353394,2487.756349,929.7138025,3207.336084,0.18422095,546.6475951,0.724676938,0.18318624,6,96,82.04086791,4,27,8603.650134,0,493.7356811,0,144.8461538,0.608771168,650,2.675830285,0.572203171,0,30559.19306,132.1405156
1113,432-800,432-800-D,432,800,1113,D,Trambus,6.059739535,1.468251347,0,3,2,0,247.7660177,9.1,12.01084353,1035.373127,705.1743081,2906.274328,1979.411996,715.7526365,2684.586304,0.201188917,530.2114656,0.435450949,0.191575622,6,183,82.04086791,4,45,8603.650134,1,493.7356811,0,144.8461538,0.599266632,500,2.765497317,0.531943056,0,30559.19306,124.6380604
2311,431-800,431-800-C,431,800,2311,C,Trambus,5.576834878,1.248888345,0,3,2,0,247.7660177,9.1,12.01084353,888.4352047,711.3808117,2556.903212,2047.34332,746.5159386,2758.724132,0.192537454,536.9893324,0.506516627,0.184834864,6,183,82.04086791,4,38,8603.650134,1,493.7356811,0,144.8461538,0.596467016,650,2.74253129,0.525044412,0,30559.19306,146.5303129
2317,432-800,432-800-C,432,800,2317,C,Trambus,5.576834878,1.248888345,0,3,2,0,247.7660177,9.1,12.01084353,888.4352047,711.3808117,2556.903212,2047.34332,746.5159386,2758.724132,0.192537454,536.9893324,0.506516627,0.184834864,6,183,82.04086791,4,38,8603.650134,1,493.7356811,0,144.8461538,0.596467016,650,2.74253129,0.525044412,0,30559.19306,146.5303129
2523,432-600,432-600-C,432,600,2523,C,Trambus,3.609007631,0.600233087,0,3,2,0,247.7660177,9.1,12.01084353,431.9155352,719.5796842,1508.490178,2513.173984,947.7135569,3232.753668,0.178574091,546.6475567,0.769037333,0.180647754,6,96,82.04086791,4,21,8603.650134,0,493.7356811,0,144.8461538,0.608771168,650,2.651828673,0.552129568,0,30559.19306,159.9378676
2529,431-600,431-600-C,431,600,2529,C,Trambus,3.609007631,0.600233087,0,3,2,0,247.7660177,9.1,12.01084353,431.9155352,719.5796842,1508.490178,2513.173984,947.7135569,3232.753668,0.178574091,546.6475567,0.769037333,0.180647754,6,96,82.04086791,4,21,8603.650134,0,493.7356811,0,144.8461538,0.608771168,650,2.651828673,0.552129568,0,30559.19306,159.9378676
2984,431-400,431-400-C,431,400,2984,C,Trambus,2.464650139,0.284009957,0,3,2,0,247.7660177,9.1,12.01084353,204.3678262,719.5797934,640.3709335,2254.74818,897.7490468,2974.327973,0.190165452,546.6476397,0.87115911,0.163620195,6,37,82.04086791,1,8,8603.650134,0,493.7356811,0,144.8461538,0.604265403,650,2.511557308,0.448641367,0,30559.19306,130.2771226
2987,432-400,432-400-C,432,400,2987,C,Trambus,2.464650139,0.284009957,0,3,2,0,247.7660177,9.1,12.01084353,204.3678262,719.5797934,640.3709335,2254.74818,897.7490468,2974.327973,0.190165452,546.6476397,0.87115911,0.163620195,6,37,82.04086791,1,8,8603.650134,0,493.7356811,0,144.8461538,0.604265403,650,2.511557308,0.448641367,0,30559.19306,130.2771226
1330,499-400,499-400-D,499,400,1330,D,Trambus,3.298587364,0.590162713,0,2,3,0,233.3969818,12.5,25.66636245,318.8002748,540.190472,1529.451994,2591.576795,1055.152321,3131.767267,0.403535816,132.5520248,0.941398499,0.17299103,7,79,69.01683758,6,40,8698.40075,0,918.4057724,0,128.0769231,0.575988897,500,2.456116282,0.789227037,0,59766.69347,133.8613882
1331,499-600,499-600-D,499,600,1331,D,Trambus,4.713342622,1.127341411,0,2,3,0,233.3969818,12.5,25.66636245,593.6293048,526.5745577,3022.428186,2681.022943,1044.684097,3207.5975,0.342263542,134.3518563,0.893054686,0.178813245,7,164,69.01683758,8,80,8698.40075,0,918.4057724,0,128.0769231,0.575928009,500,2.566348001,0.741361342,0,59766.69347,145.4750073
1332,499-800,499-800-D,499,800,1332,D,Trambus,6.282462127,1.828270658,0,2,3,0,233.3969818,12.5,25.66636245,944.9097491,516.8325296,5001.844433,2735.833675,1026.840954,3252.666204,0.316926172,135.6395995,0.833779561,0.177278632,7,293,69.01683758,8,120,8698.40075,1,918.4057724,0,128.0769231,0.579753296,500,2.664320764,0.719807833,0,59766.69347,160.2607353
2124,499-800,499-800-C,499,800,2124,C,Trambus,5.321475994,1.332883382,0,2,3,0,233.3969818,12.5,25.66636245,697.1065356,523.0063974,3674.039519,2756.459844,1055.334961,3279.466242,0.324315986,134.8234817,0.877592676,0.176609805,7,293,69.01683758,8,87,8698.40075,0,918.4057724,0,128.0769231,0.577499441,500,2.611928862,0.735770422,0,59766.69347,219.8241826
2678,499-600,499-600-C,499,600,2678,C,Trambus,3.772753667,0.741506105,0,2,3,0,233.3969818,12.5,25.66636245,395.412533,533.2559372,1942.655762,2619.878311,1047.976827,3153.134248,0.364685878,133.4686829,0.927198644,0.173958191,7,164,69.01683758,6,55,8698.40075,0,918.4057724,0,128.0769231,0.578913533,500,2.499939163,0.778992071,0,59766.69347,221.1714764
3134,499-400,499-400-C,499,400,3134,C,Trambus,2.55205045,0.342986367,0,2,3,0,233.3969818,12.5,25.66636245,191.0715555,557.0820709,994.4966269,2899.522323,1164.160573,3456.604394,0.358638832,130.3192288,0.969636971,0.166783885,7,79,69.01683758,6,28,8698.40075,0,918.4057724,0,128.0769231,0.573298429,500,2.490654975,0.820009857,0,59766.69347,230.3298545
442,231-400,231-400-D,231,400,442,D,Trambus,1.777619162,0.214106933,0,2,2,0,232.9056057,22.5,25.65981927,143.7856099,671.5598032,509.7196129,2380.677755,822.1116996,3052.237559,0.063586568,138.4417484,0.975404636,0.132229786,3,26,53.01205996,3,8,17809.92667,0,694.5748261,0,72.46153846,0.555676856,150,2.895808145,0.765095767,0,18009.44849,121.4346478
443,231-600,231-600-D,231,600,443,D,Trambus,2.475710537,0.382632247,0,2,2,0,232.9056057,22.5,25.65981927,256.9604037,671.5597179,974.6036367,2547.10272,884.4364972,3218.662438,0.048058595,138.4417308,0.959253275,0.12513354,3,42,53.01205996,4,14,17809.92667,0,694.5748261,0,72.46153846,0.550682962,150,2.879915888,0.768770846,0,18009.44849,109.7659707
444,231-800,231-800-D,231,800,444,D,Trambus,3.421130688,0.621132992,0,2,2,0,232.9056057,22.5,25.65981927,417.3372193,671.8967191,1612.238742,2595.641777,906.4619936,3267.538496,0.038792616,138.7020433,0.935750167,0.116176428,4,69,53.01205996,5,24,17809.92667,0,694.5748261,0,72.46153846,0.538867562,300,2.863486606,0.789492041,0,18009.44849,111.0873209
2266,231-800,231-800-C,231,800,2266,C,Trambus,2.863189663,0.397815298,0,2,2,0,232.9056057,22.5,25.65981927,267.2781477,671.8649302,1002.611563,2520.294132,880.2043457,3192.159063,0.052831802,138.6775439,0.95715872,0.132626871,4,69,53.01205996,5,13,17809.92667,0,694.5748261,0,72.46153846,0.55049505,300,2.863305714,0.737508379,0,18009.44849,173.4473268
2566,231-600,231-600-C,231,600,2566,C,Trambus,2.005534302,0.220957862,0,2,2,0,232.9056057,22.5,25.65981927,148.3863994,671.5597183,494.0742347,2236.056373,776.9497455,2907.616091,0.070707548,138.4417309,0.973008766,0.154684624,3,42,53.01205996,3,8,17809.92667,0,694.5748261,0,72.46153846,0.55708502,300,2.877993571,0.655667537,0,18009.44849,190.0814916
2969,231-400,231-400-C,231,400,2969,C,Trambus,1.376662345,0.108491934,0,2,2,0,232.9056057,22.5,25.65981927,72.85878651,671.5594769,210.0894663,1936.452401,666.7735466,2608.011878,0.084100018,138.4416811,0.984606693,0.165191748,3,26,53.01205996,3,6,17809.92667,0,694.5748261,0,72.46153846,0.567811935,300,2.904212999,0.633388042,0,18009.44849,239.6491522
466,239-400,239-400-D,239,400,466,D,Trambus,3.104136407,0.404206347,0,2,4,0,232.9056057,24,23.8317675,271.4486693,671.5596413,931.5965163,2304.754796,820.0054977,2976.314437,0.0164997,138.441715,0.952591441,0.054662974,5,28,61.36491103,2,7,15963.42569,0,429.480646,0,95.38461538,0.515996719,150,2.810657736,0.923130171,0,27682.27352,69.27154956
467,239-600,239-600-D,239,600,467,D,Trambus,4.281938034,0.70978046,0,2,4,0,232.9056057,24,23.8317675,476.6599871,671.5597481,1690.415978,2381.603993,849.34911,3053.163741,0.052264004,138.441737,0.920751209,0.082488425,5,44,61.36491103,3,11,15963.42569,0,429.480646,0,95.38461538,0.504304161,150,2.804034248,0.904363655,0,27682.27352,61.9909993
468,239-800,239-800-D,239,800,468,D,Trambus,5.890833126,1.147809393,0,2,4,0,232.9056057,24,23.8317675,757.0392026,659.5513219,2883.976465,2512.591796,908.5802998,3172.143118,0.066072243,130.7376665,0.887283937,0.100874385,5,78,61.36491103,5,35,15963.42569,1,429.480646,0,95.38461538,0.52780441,150,2.765404221,0.870925763,0,27682.27352,67.9555338
2242,239-800,239-800-C,239,800,2242,C,Trambus,2.547814176,0.301222128,0,2,4,0,232.9056057,24,23.8317675,202.6217078,672.6654153,469.1848116,1557.604067,549.4023467,2230.269482,0.161953138,135.4255842,0.948957391,0.116072056,5,78,61.36491103,2,11,15963.42569,0,429.480646,0,95.38461538,0.533866995,150,2.835088122,0.876892749,0,27682.27352,258.9451197
2589,239-600,239-600-C,239,600,2589,C,Trambus,1.974999464,0.178489893,0,2,4,0,232.9056057,24,23.8317675,119.8665644,671.5593923,261.5671978,1465.445425,515.3355802,2137.004817,0.106117042,138.4416637,0.966835096,0.103173043,5,44,61.36491103,1,5,15963.42569,0,429.480646,0,95.38461538,0.526436782,150,2.843672126,0.862404191,0,27682.27352,246.5125574
2959,239-400,239-400-C,239,400,2959,C,Trambus,1.411984611,0.100267313,0,2,4,0,232.9056057,24,23.8317675,67.33544378,671.5592699,142.7984694,1424.177677,500.394927,2095.736946,0.042261,138.4416385,0.980694571,0.077913088,5,28,61.36491103,1,5,15963.42569,0,429.480646,0,95.38461538,0.526436782,300,2.846107344,0.875351221,0,27682.27352,279.253519
1057,416-400,416-400-D,416,400,1057,D,Trambus,3.167669054,0.42622508,0,2,2,0,233.4383092,37.4,21.0140293,247.1311794,579.8137909,1152.175218,2703.208403,951.5621769,3283.022194,0.521547449,373.4762346,0.888774938,0.191448048,6,127,89.90184179,4,22,8325.698894,0,418.2931468,0,112.8461538,0.592672414,650,2.840811109,0.711379245,0,32976.59774,297.9646341
1058,416-600,416-600-D,416,600,1058,D,Trambus,4.633064355,0.914769691,0,2,2,0,233.4383092,37.4,21.0140293,529.1339581,578.434073,2323.336535,2539.804891,863.4609342,3118.238964,0.443049952,371.7667511,0.763823308,0.221450052,6,238,89.90184179,6,38,8325.698894,1,418.2931468,0,112.8461538,0.592450192,500,2.941424204,0.693399866,0,32976.59774,260.1747766
1059,416-800,416-800-D,416,800,1059,D,Trambus,6.609007882,1.587147838,0,2,2,0,233.4383092,37.4,21.0140293,928.5990817,585.0740928,3900.995092,2457.864981,834.0882572,3042.939074,0.434755679,379.993752,0.605937976,0.220749888,6,343,89.90184179,6,57,8325.698894,1,418.2931468,0,112.8461538,0.606447921,500,2.946768475,0.702857729,0,32976.59774,216.110933
2221,416-800,416-800-C,416,800,2221,C,Trambus,5.841440112,1.306596637,0,2,2,0,233.4383092,37.4,21.0140293,753.0605125,576.35271,3274.196341,2505.896808,844.2593441,3082.249518,0.431704792,369.1879159,0.677151904,0.222099967,6,343,89.90184179,6,51,8325.698894,1,418.2931468,0,112.8461538,0.603313392,500,2.968159992,0.694630663,0,32976.59774,262.5140692
2611,416-600,416-600-C,416,600,2611,C,Trambus,4.133493156,0.708198077,0,2,2,0,233.4383092,37.4,21.0140293,404.8761551,571.6990323,1926.872336,2720.809896,928.4676894,3292.508929,0.46691547,363.4219235,0.827160004,0.212402463,6,238,89.90184179,6,26,8325.698894,1,418.2931468,0,112.8461538,0.608156028,500,2.93043035,0.675397021,0,32976.59774,336.0641715
2948,416-400,416-400-C,416,400,2948,C,Trambus,2.638840072,0.301577148,0,2,2,0,233.4383092,37.4,21.0140293,170.8630561,566.5649966,829.6893404,2751.167801,973.1855329,3317.732798,0.551268039,357.0608179,0.924668021,0.180647843,6,127,89.90184179,3,17,8325.698894,0,418.2931468,0,112.8461538,0.586771845,650,2.826971536,0.750000065,0,32976.59774,421.1194411
1396,518-400,518-400-D,518,400,1396,D,Trambus,3.208024172,0.537658014,0,2,4,0,220.0792971,16.8,26.23408614,105.7786303,196.7396144,1661.813062,3090.836588,1227.890783,3287.576203,0.075458054,38.5895162,0.986664053,0.096266985,6,72,63.06480716,4,26,11189.4974,0,1689.751483,0,130.3076923,0.521953221,150,2.517191783,0.87022976,0,39873.08597,133.9141204
1397,518-600,518-600-D,518,600,1397,D,Trambus,4.768345561,1.080089905,0,2,4,0,220.0792971,16.8,26.23408614,212.4965064,196.7396469,3326.446165,3079.786369,1222.901739,3276.526015,0.069671543,38.58952257,0.973294505,0.096669548,6,148,63.06480716,6,55,11189.4974,0,1689.751483,0,130.3076923,0.517052767,150,2.518425045,0.903452745,0,39873.08597,137.0256303
1398,518-800,518-800-D,518,800,1398,D,Trambus,6.484533431,1.860721116,0,2,4,0,220.0792971,16.8,26.23408614,372.3815996,200.1275723,5696.875095,3061.649081,1206.569025,3261.776653,0.054050961,39.51705528,0.953093452,0.100124776,6,259,63.06480716,7,84,11189.4974,0,1689.751483,0,130.3076923,0.523966942,150,2.537483573,0.902645886,0,39873.08597,139.193347
2010,518-800,518-800-C,518,800,2010,C,Trambus,5.666325873,1.491518299,0,2,4,0,220.0792971,16.8,26.23408614,293.4407602,196.7396312,4620.639304,3097.943422,1223.411269,3294.683053,0.058416168,38.5895195,0.96351959,0.093614878,6,259,63.06480716,7,72,11189.4974,0,1689.751483,0,130.3076923,0.522441225,150,2.532217498,0.915722274,0,39873.08597,173.6485568
2770,518-600,518-600-C,518,600,2770,C,Trambus,3.987234679,0.810794256,0,2,4,0,220.0792971,16.8,26.23408614,159.5153554,196.7396219,2523.765309,3112.707435,1232.608753,3309.447056,0.064619012,38.58951767,0.980096563,0.090632141,6,148,63.06480716,6,31,11189.4974,0,1689.751483,0,130.3076923,0.524159664,150,2.525300447,0.892848177,0,39873.08597,182.5370603
3179,518-400,518-400-C,518,400,3179,C,Trambus,2.500272968,0.359513064,0,2,4,0,220.0792971,16.8,26.23408614,70.73046362,196.7396201,1140.544418,3172.470023,1242.526823,3369.209643,0.047087139,38.58951732,0.99129194,0.084024916,4,72,63.06480716,2,16,11189.4974,0,1689.751483,0,130.3076923,0.524340176,150,2.553240674,0.859628673,0,39873.08597,200.2708864
1075,421-400,421-400-D,421,400,1075,D,Trambus,2.932659787,0.504789175,0,2,2,0,223.2200694,14,21.77818008,363.7467426,720.5914087,1985.4746,3933.274918,1501.312771,4653.866327,0.159095878,161.3358736,0.959428955,0.111298028,7,69,89.4120976,6,31,5552.923906,0,794.100262,0,103.2307692,0.597965335,650,2.619890402,0.901189267,0,216899.5392,136.6907284
1076,421-600,421-600-D,421,600,1076,D,Trambus,4.274810734,0.990627408,0,2,2,0,223.2200694,14,21.77818008,715.740253,722.5120639,3803.197171,3839.180241,1505.161024,4561.692305,0.135687022,161.7486993,0.919871893,0.107336389,7,131,89.4120976,6,40,5552.923906,0,794.100262,0,103.2307692,0.604243166,650,2.550677422,0.911988812,0,216899.5392,132.2394262
1077,421-800,421-800-D,421,800,1077,D,Trambus,5.698067111,1.635230225,0,2,2,0,223.2200694,14,21.77818008,1161.03041,710.0103657,5909.398235,3613.801985,1427.997185,4323.812351,0.150128297,158.8639014,0.865871373,0.131814409,7,256,89.4120976,7,77,5552.923906,1,794.100262,0,103.2307692,0.594456161,650,2.530678647,0.878077522,0,216899.5392,156.5528793
1078,422-400,422-400-D,422,400,1078,D,Trambus,2.932659787,0.504789175,0,2,2,0,223.2200694,14,21.77818008,363.7467426,720.5914087,1985.4746,3933.274918,1501.312771,4653.866327,0.159095878,161.3358736,0.959428955,0.111298028,7,69,89.4120976,6,31,5552.923906,0,794.100262,0,103.2307692,0.597965335,650,2.619890402,0.901189267,0,216899.5392,136.6907284
1079,422-600,422-600-D,422,600,1079,D,Trambus,4.274810734,0.990627408,0,2,2,0,223.2200694,14,21.77818008,715.740253,722.5120639,3803.197171,3839.180241,1505.161024,4561.692305,0.135687022,161.7486993,0.919871893,0.107336389,7,131,89.4120976,6,40,5552.923906,0,794.100262,0,103.2307692,0.604243166,650,2.550677422,0.911988812,0,216899.5392,132.2394262
1080,422-800,422-800-D,422,800,1080,D,Trambus,5.698067111,1.635230225,0,2,2,0,223.2200694,14,21.77818008,1161.03041,710.0103657,5909.398235,3613.801985,1427.997185,4323.812351,0.150128297,158.8639014,0.865871373,0.131814409,7,256,89.4120976,7,77,5552.923906,1,794.100262,0,103.2307692,0.594456161,650,2.530678647,0.878077522,0,216899.5392,156.5528793
2251,421-800,421-800-C,421,800,2251,C,Trambus,5.255097651,1.399977382,0,2,2,0,223.2200694,14,21.77818008,996.4461634,711.7587586,5174.055991,3695.813988,1457.511578,4407.572746,0.13244401,159.3078027,0.886176906,0.123341661,7,256,89.4120976,7,67,5552.923906,0,794.100262,0,103.2307692,0.595512925,650,2.53570129,0.885496197,0,216899.5392,182.8600971
2257,422-800,422-800-C,422,800,2257,C,Trambus,5.255097651,1.399977382,0,2,2,0,223.2200694,14,21.77818008,996.4461634,711.7587586,5174.055991,3695.813988,1457.511578,4407.572746,0.13244401,159.3078027,0.886176906,0.123341661,7,256,89.4120976,7,67,5552.923906,0,794.100262,0,103.2307692,0.595512925,650,2.53570129,0.885496197,0,216899.5392,182.8600971
2579,422-600,422-600-C,422,600,2579,C,Trambus,3.866182923,0.79870321,0,2,2,0,223.2200694,14,21.77818008,578.4398068,724.223716,3088.702028,3867.14613,1500.402501,4591.369846,0.135235879,162.1453233,0.935192763,0.106435632,7,131,89.4120976,6,36,5552.923906,0,794.100262,0,103.2307692,0.604813315,650,2.577405814,0.908521687,0,216899.5392,164.0158677
2585,421-600,421-600-C,421,600,2585,C,Trambus,3.866182923,0.79870321,0,2,2,0,223.2200694,14,21.77818008,578.4398068,724.223716,3088.702028,3867.14613,1500.402501,4591.369846,0.135235879,162.1453233,0.935192763,0.106435632,7,131,89.4120976,6,36,5552.923906,0,794.100262,0,103.2307692,0.604813315,650,2.577405814,0.908521687,0,216899.5392,164.0158677
2960,421-400,421-400-C,421,400,2960,C,Trambus,2.682578632,0.366228077,0,2,2,0,223.2200694,14,21.77818008,262.484248,716.7234419,1451.935034,3964.565047,1488.497776,4681.288489,0.162346603,160.4739066,0.970785406,0.113404172,7,69,89.4120976,6,23,5552.923906,0,794.100262,0,103.2307692,0.597965335,650,2.663467228,0.890091616,0,216899.5392,188.4071821
2962,422-400,422-400-C,422,400,2962,C,Trambus,2.682578632,0.366228077,0,2,2,0,223.2200694,14,21.77818008,262.484248,716.7234419,1451.935034,3964.565047,1488.497776,4681.288489,0.162346603,160.4739066,0.970785406,0.113404172,7,69,89.4120976,6,23,5552.923906,0,794.100262,0,103.2307692,0.597965335,650,2.663467228,0.890091616,0,216899.5392,188.4071821
1342,501-400,501-400-D,501,400,1342,D,Trambus,2.976123932,0.462655531,0,2,3,0,233.3969818,5.6,8.199620185,223.1086028,482.2348114,1219.678394,2636.255943,1039.01581,3118.490755,0.306806159,140.2127745,0.951968022,0.184511213,7,73,67.53694161,5,34,8847.998097,0,1070.972386,0,115.8461538,0.560933449,300,2.537262588,0.701336209,0,60911.19275,157.7847775
1343,501-600,501-600-D,501,600,1343,D,Trambus,4.534345173,0.921093023,0,2,3,0,233.3969818,5.6,8.199620185,442.4883978,480.3949079,2296.00774,2492.69909,968.1454363,2973.093998,0.314837511,140.4560317,0.901319977,0.179679835,7,143,67.53694161,6,53,8847.998097,0,1070.972386,0,115.8461538,0.575466365,500,2.57471553,0.673126627,0,60911.19275,155.2503346
1344,501-800,501-800-D,501,800,1344,D,Trambus,5.769072598,1.586785532,0,2,3,0,233.3969818,5.6,8.199620185,758.2344682,477.8430688,3996.481125,2518.601944,949.5872533,2996.445013,0.306058903,140.7933479,0.837047434,0.170990166,7,249,67.53694161,7,89,8847.998097,0,1070.972386,0,115.8461538,0.574198988,500,2.652312291,0.69162401,0,60911.19275,156.9210174
2112,501-800,501-800-C,501,800,2112,C,Trambus,5.441394338,1.444686783,0,2,3,0,233.3969818,5.6,8.199620185,695.3114268,481.2887021,3666.681399,2538.045922,960.8378056,3019.334624,0.306898175,140.3379034,0.852054118,0.171884793,7,249,67.53694161,7,83,8847.998097,0,1070.972386,0,115.8461538,0.576950105,500,2.641492568,0.689472936,0,60911.19275,172.3556988
2687,501-600,501-600-C,501,600,2687,C,Trambus,4.147669602,0.822903009,0,2,3,0,233.3969818,5.6,8.199620185,396.755212,482.140918,2074.466721,2520.912792,981.3598744,3003.05371,0.312788851,140.2252444,0.91245945,0.181625998,7,143,67.53694161,6,50,8847.998097,0,1070.972386,0,115.8461538,0.572680568,500,2.568795462,0.663808306,0,60911.19275,173.775036
3138,501-400,501-400-C,501,400,3138,C,Trambus,2.63194702,0.389307534,0,2,3,0,233.3969818,5.6,8.199620185,188.178212,483.366479,1049.897933,2696.834357,1058.314163,3180.200836,0.301578253,140.0632153,0.960363148,0.185387025,7,73,67.53694161,4,29,8847.998097,0,1070.972386,0,115.8461538,0.560933449,300,2.548236102,0.688821259,0,60911.19275,187.5124256
883,364-400,364-400-D,364,400,883,D,Trambus,2.886997961,0.40156052,0,2,2,0,73.35941602,152.5,166.3503248,645.501494,1607.482465,1746.949351,4350.401161,1878.884283,5957.883626,0.193650555,212.3849719,0.961545786,0.164733135,7,144,85.47843385,4,22,6338.651562,0,675.0876949,0,111.5384615,0.521442495,150,2.315417294,0.79559909,0,122473.6697,358.60099
884,364-600,364-600-D,364,600,884,D,Trambus,4.053952341,0.853179004,0,2,2,0,73.35941602,152.5,166.3503248,1371.470089,1607.482231,3772.957268,4422.234079,1823.53569,6029.71631,0.228677945,212.384941,0.921275172,0.170927214,8,280,85.47843385,7,50,6338.651562,0,675.0876949,0,111.5384615,0.505839416,300,2.425087759,0.811338718,0,122473.6697,328.1843537
885,364-800,364-800-D,364,800,885,D,Trambus,5.434068404,1.444530161,0,2,2,0,73.35941602,152.5,166.3503248,2322.056307,1607.482052,6546.276885,4531.768919,1806.404955,6139.250971,0.245406568,212.3849174,0.873187031,0.183294965,8,432,85.47843385,8,103,6338.651562,1,675.0876949,0,111.5384615,0.50532565,300,2.508722591,0.767040871,0,122473.6697,299.0591762
